club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
Club de Foot MontrÃ©al,ClÃ©ment Bayiha,1000,22,76,48,53,62,SUB,2019-01-01,2021,Canada,Right,1
Chennaiyin FC,Jerry Lalrinzuala,500,22,75,41,46,52,SUB,2016-07-01,2022,India,Left,1
SG Dynamo Dresden,Max Kulke,2000,20,67,52,55,59,SUB,2019-07-01,2023,Germany,Right,1
Al Tai,Mohammad Al Thani,3000,24,73,52,50,57,SUB,2020-11-02,2022,Saudi Arabia,Left,1
Al Hazem,Abdulrahman Al Dakheel,3000,25,52,24,45,41,RCB,2017-07-19,2024,Saudi Arabia,Right,1
Deportivo Cali,Jorge AndrÃ©s Marsiglia Carrascal,500,22,73,31,37,48,LCB,2018-08-25,2022,Colombia,Left,1
Shonan Bellmare,æŸ´ç”° å£®ä»‹,550,20,63,48,55,66,RES,2018-01-01,2022,Japan,Right,1
Deportivo Toluca,IvÃ¡n Emmanuel Acero RodrÃ­guez,2000,21,53,45,52,54,SUB,2020-08-11,2021,Mexico,Left,1
MjÃ¤llby AIF,Magnus Finne WÃ¸rts,550,22,63,26,39,44,SUB,2021-07-15,2024,Denmark,Right,1
Doncaster Rovers,Branden Horton,1000,20,70,25,42,53,RES,2018-10-13,2022,England,Left,1
Scunthorpe United,Thomas Edward Pugh,2000,20,71,52,55,59,RWB,2018-11-27,2022,Wales,Right,1
Al Fayha,Yousef Saad Al Harbi,3000,24,63,37,51,57,SUB,2021-06-26,2024,Saudi Arabia,Right,1
Al Nassr,Naif Saeed Almas,4000,21,63,26,34,37,RES,2019-01-10,2024,Saudi Arabia,Right,1
Hokkaido Consadole Sapporo,ä¸­æ‘ æ¡è€¶,750,20,47,49,41,40,RES,2019-01-01,2022,Japan,Right,1
LillestrÃ¸m SK,Josef Brian Baccay,650,20,77,43,51,56,SUB,2019-01-01,2021,Norway,Left,1
SV Darmstadt 98,Leon MÃ¼ller,2000,20,57,56,56,59,RES,2019-01-29,2022,Germany,Right,1
Wuhan FC,ç½—æ¯…,2000,34,64,48,54,56,RES,2012-01-01,2021,China PR,Right,1
Toronto FC,Luke Singh,650,19,59,29,41,41,RES,2021-04-16,2025,Canada,Right,1
Guangzhou FC,å´å°‘èª,2000,21,63,50,54,55,RES,2019-02-02,2023,China PR,Left,1
Brisbane Roar,Luke Ivanovic,900,21,77,53,50,60,SUB,2021-08-05,2024,Australia,Right,1
Real Salt Lake,Erik Holt,1000,24,49,26,32,31,SUB,2019-01-03,2022,United States,Right,1
TromsÃ¸ IL,Niklas Vesterlund,700,22,70,35,36,55,SUB,2021-05-11,2023,Denmark,Right,1
New England Revolution,Justin Gerard Rennicks,1000,22,63,58,46,55,SUB,2019-01-09,2021,United States,Left,1
Oxford United,Benjamin James Davis,1000,20,62,42,57,58,RES,2021-08-31,2023,Thailand,Right,1
Mumbai City FC,Raynier Fernandes,600,25,72,44,52,57,SUB,2018-07-01,2023,India,Right,1
Perth Glory,Carlo Armiento,950,22,75,50,49,60,RM,2020-02-05,2023,Australia,Left,1
FC Seoul,Jae Won Shin,850,22,76,46,51,52,RES,2019-01-01,2021,Korea Republic,Right,1
Jamshedpur FC,Farukh Choudhary,500,24,75,42,49,60,LM,2021-01-23,2023,India,Right,1
Royale Union Saint-Gilloise,Marcel Lewis,1000,19,68,44,56,57,SUB,2021-07-01,2024,England,Right,1
LillestrÃ¸m SK,Philip Alexander Kolberg SlÃ¸rdahl,650,20,62,24,35,38,SUB,2019-05-05,2023,Norway,Right,1
Walsall,Thomas Leak,2000,20,66,26,38,47,SUB,2019-06-01,2022,England,Right,1
Forest Green Rovers,Jake Alan Young,2000,19,69,56,40,56,SUB,2020-07-16,2022,England,Right,1
SK Brann,Japhet Sery Larsen,650,21,73,36,48,55,RES,2021-08-01,2025,Denmark,Right,1
Wycombe Wanderers,Connor Parsons,1000,20,83,47,55,56,RES,2021-08-24,2022,England,Right,1
Liverpool,Morgan Boyes,8000,20,65,36,49,58,RES,2019-07-01,2022,Wales,Left,1
Melbourne Victory,Jay Barnett,1000,20,63,43,52,61,SUB,2019-07-24,2022,Australia,Right,1
Randers FC,Oliver Bundgaard Kristensen,2000,20,70,46,51,57,SUB,2019-06-01,2024,Denmark,Left,1
AFC Chindia TÃ¢rgoviÈ™te,Cosmin Gabriel AtÄƒnase,1000,20,70,48,50,59,RES,2019-01-01,2023,Romania,Right,1
1. FC NÃ¼rnberg,Paul-Philipp Besong,2000,20,65,55,39,54,RES,2019-07-01,2022,Germany,Right,1
Bristol Rovers,Harvey Read Saunders,2000,23,76,56,46,59,SUB,2021-07-01,2023,England,Right,1
Hertha BSC,Julian Albrecht,3000,19,52,47,56,59,RES,2019-07-01,2022,Germany,Right,1
Legia Warszawa,Kacper Kostorz,1000,21,69,53,56,57,RES,2019-02-01,2022,Poland,Left,1
Viktoria KÃ¶ln,Dario De Vita,700,21,61,30,37,41,SUB,2019-07-01,2022,Germany,Right,1
ESTAC Troyes,Calvin Bombo,2000,22,65,40,55,58,RES,2019-06-24,2022,France,Right,1
Everton,Einar Iversen,8000,20,62,46,55,57,RES,2019-07-08,2022,Norway,Right,1
Borussia Dortmund II,Ted-Jonathan Tattermusch,750,20,64,58,45,57,SUB,2021-07-01,2024,Germany,Right,1
Chennaiyin FC,Jobby Justin,550,27,63,55,45,54,ST,2021-07-25,2023,India,Right,1
SC Heerenveen,Jan Ras,1000,22,56,49,57,60,RES,2019-07-01,2022,Netherlands,Right,1
Heracles Almelo,Ruben Roosken,950,21,72,31,35,52,RES,2021-07-01,2024,Netherlands,Right,1
GaziÅŸehir Gaziantep F.K.,UlaÅŸ Zengin,2000,24,49,28,33,35,SUB,2019-08-01,2024,Turkey,Right,1
Club Independiente Santa Fe,Alejandro Moralez Rocha,500,20,62,31,39,42,LCB,2019-07-14,2025,Colombia,Right,1
ZagÅ‚Ä™bie Lubin,Daniel DudziÅ„ski,900,19,63,54,53,59,RES,2019-04-01,2023,Poland,Right,1
Bolton Wanderers,Adam Nicholas Senior,900,19,64,23,36,41,RES,2019-07-01,2022,England,Right,1
RakÃ³w CzÄ™stochowa,Jordan Alan Courtney-Perkins,500,18,72,22,39,44,RES,2021-07-26,2025,Australia,Left,1
Al Ain FC,Khalid Mohammed Husain Mousa Al-Blooshi,500,22,64,44,56,62,RES,2019-07-01,2025,United Arab Emirates,Right,1
Jeju United FC,Dong Ryul Lee,1000,21,72,56,45,59,RW,2019-01-03,2022,Korea Republic,Left,1
Kawasaki Frontale,ã‚¤ã‚µã‚« ã‚¼ã‚¤ãƒ³,2000,24,68,55,53,58,RES,2020-02-01,2022,Japan,Right,1
Crawley Town,Ludwig Francillette,2000,22,67,27,30,38,SUB,2021-08-05,2023,France,Right,1
Preston North End,Ethan Walker,2000,18,73,55,43,62,RES,2018-07-01,2022,England,Right,1
Club AtlÃ©tico PeÃ±arol,AgustÃ­n Ãlvarez Wallace,500,20,63,49,51,54,SUB,2019-07-01,2022,Uruguay,Right,1
Centro AtlÃ©tico FÃ©nix,Jonathan Toledo Paragarino,500,25,58,36,48,49,LCB,2019-02-06,2023,Uruguay,Right,1
1. FC NÃ¼rnberg,Lukas Schleimer,2000,21,66,50,55,60,RES,2020-10-05,2022,Germany,Right,1
Liverpool,Thomas Clayton,8000,20,61,32,40,45,RES,2019-07-01,2022,Scotland,Right,1
ATK Mohun Bagan FC,Liston Colaco,600,22,79,52,49,59,SUB,2021-06-09,2023,India,Right,1
Kerala Blasters FC,Jessel Carneiro,500,30,70,33,50,54,LB,2019-08-14,2023,India,Left,1
Kerala Blasters FC,Rahul Kannoly Praveen,500,21,89,53,46,60,LM,2019-06-20,2025,India,Right,1
Club AtlÃ©tico Nacional PotosÃ­,Ronald CuÃ©llar Ortiz,500,24,69,34,50,52,SUB,2020-02-13,2021,Bolivia,Left,1
Hyderabad FC,Asish Rai,500,22,75,36,47,55,RB,2019-09-01,2023,India,Right,1
Norwich City,Thomas Dickson-Peters,2000,18,69,60,43,57,RES,2019-10-17,2023,Scotland,Right,1
Inter Miami CF,George Acosta,1000,21,67,51,50,63,RES,2020-01-01,2021,United States,Right,1
Liverpool,Billy Koumetio,3000,18,53,32,41,36,RES,2019-01-23,2022,France,Left,1
Royal Charleroi S.C.,Reda Akbib,2000,20,54,30,42,45,RES,2021-07-01,2022,Belgium,Right,1
Club River Plate AsunciÃ³n,Ã“smar ColmÃ¡n,500,20,63,57,33,54,SUB,2021-08-01,2025,Paraguay,Right,1
VÃ¥lerenga Fotball,Brage Skaret,500,19,57,29,43,46,SUB,2019-12-18,2024,Norway,Right,1
Doncaster Rovers,Anthony Manuelle Greaves,1000,20,65,41,51,54,SUB,2018-12-18,2022,England,Left,1
Incheon United FC,Boon-Cheul Goo,850,21,68,44,58,59,RES,2020-01-07,2022,Korea Republic,Right,1
Suwon FC,Jung Ho Jeon,950,22,67,54,54,60,RES,2020-01-07,2021,Korea Republic,Right,1
Rochdale,Abraham Ifoghale Odoh,1000,20,85,46,54,62,LW,2021-02-26,2022,England,Right,1
Crotone,Luis JosÃ© Esteban Rojas Zamora,1000,19,64,49,56,58,SUB,2020-09-10,2024,Chile,Right,1
Club AtlÃ©tico Nacional PotosÃ­,Mauricio Cabral Rivero,500,20,68,55,44,55,SUB,2019-01-01,2021,Bolivia,Right,1
IF Elfsborg,Alexander Bernhardsson,950,22,77,51,53,57,SUB,2020-01-12,2024,Sweden,Right,1
FC Sion,Filip StojilkoviÄ‡,3000,21,58,57,43,56,SUB,2020-01-23,2023,Switzerland,Right,1
Club Always Ready,SebastiÃ¡n MatÃ­as Claure Sanz,500,21,62,45,55,56,RES,2020-01-01,2021,Bolivia,Right,1
Kawasaki Frontale,ç¥žè°· å‡±å£«,2000,24,54,33,40,43,RES,2020-02-01,2022,Japan,Right,1
Centro AtlÃ©tico FÃ©nix,Fernando AgustÃ­n Alfaro Bares,500,22,66,44,55,55,SUB,2020-01-01,2022,Uruguay,Left,1
Sociedad Deportiva Aucas,Marcos David Olmedo Garrido,500,22,68,45,53,56,SUB,2020-01-01,2025,Ecuador,Right,1
Pohang Steelers,Young Jun Goh,800,19,63,42,59,62,RES,2020-01-01,2022,Korea Republic,Right,1
Nashville SC,Luke Haakenson,1000,23,78,54,55,54,SUB,2020-02-25,2025,United States,Right,1
Valenciennes FC,Aeron Zinga,950,20,57,57,42,57,RES,2021-07-01,2025,France,Right,1
HJK Helsinki,Matti Peltola,500,18,65,35,53,53,RES,2020-01-01,2022,Finland,Right,1
Vegalta Sendai,ã‚¢ãƒ”ã‚¢ ã‚¿ã‚¦ã‚£ã‚¢ ä¹…,800,22,66,34,37,40,RCB,2021-01-09,2022,Japan,Left,1
Norwich City,Flynn Clarke,2000,18,71,48,53,58,RES,2021-06-24,2024,England,Right,1
Universidad CatÃ³lica,Gonzalo AndrÃ©s Tapia Dubournais,1000,19,69,51,47,62,RES,2020-01-01,2022,Chile,Right,1
Deportivo Cali,Daniel AndrÃ©s Luna GarcÃ­a,500,18,58,50,52,57,SUB,2020-01-01,2025,Colombia,Left,1
Dundee United,Declan David Glass,1000,21,72,52,55,57,SUB,2017-08-04,2023,Scotland,Right,1
Viborg FF,Alassana Jatta,2000,22,51,55,44,57,SUB,2019-08-05,2023,Gambia,Right,1
Shonan Bellmare,æ ¹æœ¬ å‡Œ,750,21,67,56,42,55,RES,2018-04-01,2022,Japan,Right,1
FC St. Gallen 1879,Isaac Osa's Schmidt,2000,21,72,51,49,59,SUB,2021-06-25,2023,Switzerland,Right,1
FC ZÃ¼rich,Henri Koide,2000,20,85,48,49,60,RES,2020-06-05,2022,Switzerland,Right,1
Standard de LiÃ¨ge,Olivier Dumont,1000,19,65,44,57,57,RES,2020-06-11,2022,Belgium,Right,1
IK Sirius,Jamie Roche,550,20,65,39,55,56,SUB,2020-04-22,2024,Sweden,Left,1
Olympique de Marseille,JorÃ¨s Rahou,2000,18,57,58,59,60,RES,2020-06-12,2023,France,Right,1
FC Midtjylland,Aral Simsir,3000,19,73,55,50,58,RES,2020-02-17,2025,Denmark,Right,1
Seattle Sounders FC,Joshua Atencio,650,19,60,34,45,46,SUB,2020-06-17,2021,United States,Right,1
Servette FC,Nicolas Vouilloz,2000,20,66,28,41,41,RES,2020-06-24,2024,Switzerland,Right,1
1. FC SaarbrÃ¼cken,Rasim BuliÄ‡,700,20,55,35,47,51,RES,2019-07-01,2022,Germany,Right,1
LA Galaxy,Kai Koreniuk,1000,23,71,50,52,56,RES,2020-07-01,2021,United States,Left,1
Fortuna DÃ¼sseldorf,Nikell Paul Touglo,2000,19,61,30,36,36,SUB,2020-07-01,2023,Germany,Right,1
WisÅ‚a PÅ‚ock,RadosÅ‚aw CielemÄ™cki,500,18,67,47,57,58,SUB,2021-07-01,2024,Poland,Right,1
Cardiff City,Isaak Davies,4000,19,77,58,43,60,RES,2020-07-16,2023,Wales,Right,1
Melbourne Victory,Aaron Anderson,1000,20,54,27,41,37,SUB,2020-07-01,2022,Australia,Right,1
Sandefjord Fotball,Franklin Nyenetue,700,20,83,53,48,58,SUB,2021-03-01,2023,Norway,Left,1
MjÃ¸ndalen IF,Syver Skaar Eriksen,550,20,73,44,52,58,RB,2020-07-18,2024,Norway,Right,1
PogoÅ„ Szczecin,BartÅ‚omiej Mruk,750,19,64,27,30,34,RES,2020-07-26,2023,Poland,Left,1
Fleetwood Town,Shayden Morris,1000,19,80,52,45,61,RW,2020-07-16,2023,England,Right,1
Dundee United,Lewis Neilson,500,18,67,27,41,47,SUB,2019-07-01,2022,Scotland,Right,1
Campionii FC Arges,Alexandru IÈ™fan,1000,21,67,53,60,58,RM,2021-07-01,2025,Romania,Left,1
Bolton Wanderers,Liam Spencer Gordon,2000,22,83,23,43,58,SUB,2020-08-01,2022,Guyana,Left,1
KV Kortrijk,Luqman Hakim Sukemi,2000,19,72,58,55,66,SUB,2020-08-06,2025,Malaysia,Right,1
Sydney FC,Calem Nieuwenhof,1000,20,64,48,56,62,SUB,2020-08-06,2022,Australia,Right,1
FC Goa,Romario Jesuraj,500,24,71,46,53,58,RM,2019-07-10,2022,India,Right,1
Motherwell,Dean Cornelius,1000,20,65,45,59,59,RES,2018-06-30,2023,Scotland,Right,1
Rapid BucureÈ™ti,Luca FloricÄƒ,500,18,78,34,45,49,RES,2021-01-10,2023,Romania,Left,1
Amiens SC,MatthÃ©o Xantippe,550,19,63,29,49,47,SUB,2021-07-01,2022,France,Left,1
Sunderland,Daniel Neil,1000,19,63,45,53,57,LB,2019-07-01,2023,England,Right,1
Reading,Nelson Abbey,500,17,79,25,45,52,RES,2019-07-01,2022,England,Left,1
Swansea City,Daniel Patrick Williams,3000,20,68,47,54,59,RES,2019-07-03,2022,Wales,Right,1
GÃ³rnik Zabrze,Norbert Wojtuszek,800,19,67,47,55,60,SUB,2020-09-03,2023,Poland,Right,1
FC Basel 1893,Andrea Padula,2000,25,63,30,43,54,RES,2020-09-11,2023,Italy,Right,1
Aston Villa,Chigozier Caleb Chukwuemeka,6000,19,86,54,47,59,RES,2021-08-16,2024,England,Right,1
SK Sturm Graz,Paul Komposch,2000,20,69,29,33,38,SUB,2020-08-01,2023,Austria,Right,1
BSC Young Boys,JoÃ«l Monteiro Almada,2000,21,62,55,44,55,SUB,2021-03-01,2024,Portugal,Right,1
Independiente del Valle,Jhoanner Stalin ChÃ¡vez Quintero,500,19,64,27,46,50,SUB,2020-07-01,2025,Ecuador,Left,1
Real Salt Lake,Bode Davis,800,19,77,43,43,64,RES,2021-01-01,2021,United States,Left,1
Club Libertad,Junior Miguel QuiÃ±onez MonzÃ³n,500,19,60,38,44,49,SUB,2020-09-01,2021,Paraguay,Right,1
NorthEast United FC,Suhair Vadakkepeedika,500,28,72,54,49,58,RM,2020-09-30,2022,India,Right,1
Ettifaq FC,Sanousi Mohammed Al Hawsawi,4000,23,80,26,41,54,LB,2020-10-01,2023,Saudi Arabia,Right,1
SV Waldhof Mannheim 07,Emmanuel LÃ©once Kouadio,650,22,70,25,47,52,RES,2020-01-14,2022,Germany,Right,1
Viktoria KÃ¶ln,Niklas May,550,19,72,46,49,59,SUB,2020-10-11,2022,Germany,Left,1
Hyderabad FC,Akash Mishra,500,19,73,37,47,53,LB,2020-10-16,2023,India,Left,1
FC Goa,Glan Martins,500,27,70,48,54,57,RDM,2021-02-02,2024,India,Right,1
Barrow,Dimitri Disseka Sea,1000,20,70,55,41,61,SUB,2020-10-16,2022,France,Right,1
Sporting Kansas City,Wilson Harris,1000,21,70,58,38,56,SUB,2020-10-21,2022,United States,Right,1
FBC Melgar,Kenji Cabrera,500,17,67,49,51,53,RES,2019-01-01,2022,Peru,Right,1
SSV Jahn Regensburg,BjÃ¶rn Karl Zempelin,1000,21,67,46,58,64,SUB,2020-11-22,2023,Germany,Right,1
LDU Quito,Edilson Alejandro Cabeza Almeida,500,18,61,33,41,46,RES,2020-01-01,2025,Ecuador,Right,1
Central Coast Mariners,Daniel Bouman,500,23,64,43,57,53,SUB,2020-11-01,2022,Australia,Right,1
SK Sturm Graz,Sandro Schendl,1000,18,77,40,52,62,SUB,2020-11-25,2023,Austria,Right,1
MjÃ¸ndalen IF,Daniel Janevski,800,28,57,27,37,35,SUB,2021-08-31,2021,Sweden,Right,1
Halmstads BK,Erik Ahlstrand,500,19,69,45,53,57,SUB,2019-01-01,2021,Sweden,Left,1
1. FC Union Berlin,Mathis Bruns,500,17,51,26,34,43,RES,2020-11-22,2025,Germany,Right,1
SV Zulte Waregem,Wout Didier De Buyser,2000,20,67,25,43,49,RES,2020-12-01,2022,Belgium,Left,1
Toronto FC,Jordan Perruzza,1000,20,64,60,39,55,RES,2020-08-20,2021,Canada,Left,1
Reading,Mamadi Caba CamarÃ¡,600,17,77,49,52,63,RES,2020-11-25,2022,Guinea Bissau,Right,1
Club Universidad Nacional,Ãngel GarcÃ­a HernÃ¡ndez,2000,20,64,54,56,62,SUB,2021-01-01,2022,Mexico,Right,1
Pachuca,Jahaziel Marchand Herrera,2000,19,64,40,54,58,SUB,2021-01-01,2022,Mexico,Right,1
Degerfors IF,Adhavan Rajamohan,800,28,60,51,54,56,SUB,2021-01-08,2022,Sweden,Right,1
Sepsi OSK Sf. Gheorghe,NÃ¡ndor KÃ¡roly TamÃ¡s,2000,20,85,52,44,59,SUB,2021-01-12,2022,Romania,Right,1
Suwon FC,Yoon Ho Kwak,850,25,62,25,39,48,LCB,2021-01-13,2022,Korea Republic,Right,1
GaziÅŸehir Gaziantep F.K.,Mirza Cihan,2000,20,64,52,52,64,RES,2020-09-21,2022,Turkey,Right,1
KasimpaÅŸa SK,Furkan KÃ¼lekÃ§i,2000,20,71,61,46,55,SUB,2021-01-18,2023,Turkey,Right,1
DjurgÃ¥rdens IF,Albion Ademi,1000,22,80,53,40,66,SUB,2021-01-21,2024,Albania,Right,1
Inter Miami CF,Edison Alexander Azcona VÃ©lez,500,17,67,54,49,64,RES,2021-01-26,2022,Dominican Republic,Right,1
Odds BK,Conrad Wallem,800,21,69,46,55,61,SUB,2021-01-15,2022,Norway,Right,1
AC Mineros de Guayana,AndrÃ©s Eduardo Saavedra Brito,500,20,80,61,34,56,SUB,2021-01-01,2022,Venezuela,Right,1
FC NordsjÃ¦lland,Simon Adingra,1000,19,83,49,47,60,SUB,2021-01-28,2022,CÃ´te d'Ivoire,Right,1
Kashima Antlers,æž— å°šè¼,1000,23,65,25,40,49,SUB,2021-02-01,2022,Japan,Right,1
Drogheda United,Brandon Bermingham,500,19,71,52,50,58,SUB,2020-01-01,2021,Republic of Ireland,Left,1
Sporting Kansas City,Grayson Barber,1000,21,74,50,53,58,SUB,2021-01-01,2022,United States,Right,1
Chicago Fire Football Club,Brian GutiÃ©rrez,500,18,60,46,58,62,SUB,2020-03-09,2023,United States,Right,1
Aragua FÃºtbol Club,Ronald Deivyd McIntosh Rojas,500,22,73,55,53,56,SUB,2021-01-20,2022,Venezuela,Right,1
Pohang Steelers,Samuel Pungi,950,20,72,34,39,44,SUB,2020-12-04,2022,Angola,Right,1
Piast Gliwice,Maksym Gendera,1000,21,73,25,43,52,SUB,2021-02-02,2023,Poland,Right,1
BSC Young Boys,Nico Maier,2000,20,68,49,59,59,RES,2020-08-11,2023,Switzerland,Left,1
Austin FC,Freddy Kleemann,1000,22,54,25,35,32,RES,2021-01-21,2021,United States,Right,1
Independiente del Valle,Luis Mateo OrtÃ­z Lara,500,21,64,33,51,54,SUB,2021-02-18,2025,Ecuador,Right,1
Waterford FC,Kyle Ferguson,500,21,49,29,40,44,SUB,2021-02-26,2021,Scotland,Right,1
Guayaquil City FC,Milton Javier BolaÃ±os PÃ¡rraga,500,29,64,39,49,53,SUB,2021-01-12,2025,Ecuador,Left,1
Bristol City,Sam Pearson,3000,19,79,51,50,62,RES,2020-03-18,2024,Wales,Right,1
Oud-Heverlee Leuven,Louis Patris,2000,20,73,49,46,52,SUB,2019-01-01,2024,Belgium,Right,1
BK HÃ¤cken,Kristoffer Lund Hansen,500,19,61,25,46,49,SUB,2021-08-11,2024,Denmark,Left,1
Guayaquil City FC,Roger Bismarck Arias Briones,500,21,68,33,48,51,SUB,2021-01-12,2025,Ecuador,Right,1
AC Mineros de Guayana,Pierangelo JosÃ© Pagnano MalavÃ©,500,19,63,50,53,56,SUB,2019-06-01,2022,Venezuela,Right,1
AC Mineros de Guayana,Pedro JosÃ© Zaragoza Cabrera,500,18,67,53,43,57,ST,2019-06-01,2023,Venezuela,Right,1
AC Mineros de Guayana,JosÃ© Gabriel GonzÃ¡lez MalavÃ©,500,18,59,27,41,36,SUB,2020-06-01,2025,Venezuela,Right,1
Metropolitanos de Caracas FC,Carlos Manuel DÃ­az Ferrer,500,20,59,25,37,40,SUB,2020-06-01,2025,Venezuela,Right,1
Club Social y Deportivo MacarÃ¡,Brando Enrique Villacis Vega,500,22,54,41,47,47,SUB,2021-01-01,2023,Ecuador,Right,1
Club de Deportes Cobresal,BenjamÃ­n Rodrigo Osses Miranda,500,19,68,50,53,58,SUB,2021-01-01,2021,Chile,Left,1
Junior FC,Kevin Manuel MartÃ­nez Castro,500,20,65,58,42,56,ST,2021-01-01,2024,Colombia,Right,1
FC Dallas,Nicky Hernandez,1000,22,66,54,55,66,RES,2021-03-22,2022,United States,Right,1
MjÃ¤llby AIF,Ivan KriÄak,550,24,59,23,37,37,LCB,2021-03-13,2022,Serbia,Right,1
Avispa Fukuoka,Seiya Inoue,550,21,59,25,40,42,RES,2021-01-01,2025,Japan,Right,1
FK BodÃ¸/Glimt,Vegard Kongsro,750,22,64,27,45,52,SUB,2021-03-18,2024,Norway,Left,1
West Ham United,Jamal Baptiste,500,17,63,31,44,43,RES,2020-11-12,2023,England,Right,1
Atlanta United,Machop Chol,1000,22,68,52,50,60,RES,2021-01-19,2021,Sudan,Right,1
Sociedad Deportiva Aucas,Carlos Alejandro Medina Castillo,500,19,60,39,47,39,SUB,2021-01-01,2025,Ecuador,Left,1
Puebla FC,Ãngel Manuel Robles Guerrero,1000,19,56,58,46,58,SUB,2021-01-01,2021,Mexico,Right,1
Cerro Largo FÃºtbol Club,Emiliano Ancheta Rosa,500,22,65,25,44,51,SUB,2021-04-22,2021,Uruguay,Right,1
RZ Pellets Wolfsberger AC,Adis Jasic,950,18,61,49,56,59,RES,2021-07-01,2022,Austria,Right,1
SV Werder Bremen,Dejan Galjen,1000,19,70,55,42,57,RES,2021-08-21,2023,Germany,Right,1
Inter Miami CF,Sami Guediri,1000,23,62,34,51,58,SUB,2021-04-16,2021,United States,Left,1
LDU Quito,Frank Joel Ventura Gaspar,500,21,71,36,50,56,SUB,2019-01-01,2025,Ecuador,Right,1
Standard de LiÃ¨ge,Nathan Ngoy,700,18,73,30,35,46,SUB,2019-07-01,2024,Belgium,Right,1
1. FC Magdeburg,Leon SchmÃ¶kel,500,19,53,33,45,43,RES,2021-05-05,2023,Germany,Right,1
Dundee United,Archie Meekison,750,19,71,53,56,60,RES,2019-05-10,2022,Scotland,Right,1
FC Groningen,Luciano Valente,500,17,59,45,58,60,RES,2021-05-16,2023,Netherlands,Right,1
FC Groningen,Tika de Jonge,650,18,68,57,51,59,RES,2020-07-02,2023,Netherlands,Right,1
SC Cambuur,Jhondly van der Meer,700,19,58,22,28,37,SUB,2020-08-28,2023,Haiti,Right,1
Wellington Phoenix,Benjamin Craig Old,500,18,74,49,53,66,SUB,2018-03-05,2024,New Zealand,Left,1
SC Bastia,Alexandre Jourda,500,19,66,26,48,49,RES,2021-05-15,2022,France,Right,1
FC U Craiova 1948,Andrea Compagno,2000,25,39,57,37,47,RES,2020-07-13,2023,Italy,Right,1
Rapid BucureÈ™ti,È˜tefan PÄƒnoiu,550,18,77,55,56,61,SUB,2019-07-01,2022,Romania,Right,1
Al Tai,Hassan Al Jubairi,3000,29,61,23,43,45,RB,2021-07-10,2023,Saudi Arabia,Right,1
Rodez Aveyron Football,Killian Corredor,800,20,70,59,49,56,SUB,2021-06-07,2025,France,Right,1
GZT Giresunspor,Fatih YÄ±lmaz,1000,19,56,26,30,35,SUB,2020-08-04,2025,Turkey,Left,1
SC Freiburg II,AndrÃ© Barbosa da Silva,550,20,65,25,42,51,RCB,2019-07-01,2025,Switzerland,Right,1
SC Freiburg II,Philipp Treu,550,20,67,33,51,56,SUB,2019-07-01,2022,Germany,Right,1
TSV Havelse,Ilir Qela,500,20,68,52,51,58,SUB,2020-07-01,2022,Germany,Right,1
Silkeborg IF,Oliver Sonne,1000,20,73,37,50,57,RES,2021-06-22,2023,Denmark,Right,1
AFC UTA Arad,Tudor CÄƒlin,1000,20,55,41,48,49,SUB,2021-07-01,2022,Romania,Right,1
Blackpool,Sonny Carey,2000,20,62,52,58,53,RES,2021-06-25,2024,England,Right,1
Austin FC,Aedan Stanley,900,21,64,30,42,49,SUB,2021-01-21,2021,United States,Left,1
Sportclub Verl,Emanuel Mirchev,500,19,59,45,46,52,SUB,2021-07-01,2022,Bulgaria,Right,1
SC Freiburg II,Maximilian Dietz,500,19,58,26,37,37,SUB,2021-07-01,2023,United States,Right,1
SC Freiburg II,Stefan Ilic,500,18,61,23,35,34,SUB,2021-07-01,2022,Germany,Right,1
TÃ¼rkgÃ¼cÃ¼ MÃ¼nchen,Luis Jakobi,550,19,68,37,50,57,RES,2021-06-14,2024,Germany,Right,1
TÃ¼rkgÃ¼cÃ¼ MÃ¼nchen,Yomi Scintu,1000,24,54,58,44,51,SUB,2021-06-14,2022,Italy,Right,1
Al Hazem,Sulaiman Al Saeed,3000,24,72,54,51,59,SUB,2021-07-01,2023,Saudi Arabia,Left,1
Borussia Dortmund,GÃ¶ktan GÃ¼rpÃ¼z,2000,18,65,43,58,65,RES,2021-07-01,2022,Turkey,Right,1
Yeni Malatyaspor,Taha GÃ¼r,2000,24,62,31,39,58,SUB,2021-07-04,2024,Turkey,Right,1
SC Freiburg II,Max Rosenfelder,500,18,56,21,34,35,LCB,2021-07-01,2022,Germany,Right,1
WisÅ‚a PÅ‚ock,Marcel BÅ‚achewicz,500,18,82,31,43,49,LWB,2021-07-01,2024,Poland,Left,1
Eintracht Frankfurt,Martin PeÄar,1000,18,55,51,57,62,RES,2021-07-01,2022,Slovenia,Right,1
SV Ried,Julian Turi,950,19,57,31,37,39,RES,2021-07-01,2023,Austria,Right,1
F.C. Hansa Rostock,Theo Gunnar Martens,850,18,80,55,45,60,RES,2021-07-01,2024,Germany,Right,1
Racing Club de Lens,Ibrahima BaldÃ©,2000,18,69,59,37,61,SUB,2021-07-05,2024,France,Right,1
Bruk-Bet Termalica Nieciecza,BartÅ‚omiej KukuÅ‚owicz,1000,20,77,41,42,55,SUB,2021-07-07,2023,Poland,Right,1
Crystal Palace,Jacob Montes,7000,22,63,49,54,57,RES,2021-05-25,2022,United States,Right,1
